,DOB,Image,Summary,Name
583,,https://upload.wikimedia.org/wikipedia/commons/1/12/Sandeep_Kulkarni.jpg,"Sandeep Kulkarni (born 16 November) is an Indian actor and painter.[1] He has worked in Marathi films as well as theatre.
",Sandeep Kulkarni
584,29-07-1959,https://upload.wikimedia.org/wikipedia/commons/1/13/Sanjay_Dutt_at_Mumbai_Airport%2C_2018_%28cropped%29.jpg,"Sanjay Balraj Dutt[2][3] is an Indian actor, author and film producer who works in Hindi films. He is the recipient of several awards, including two Filmfare Awards and three Screen Awards. Dutt has appeared in 187 films, ranging from romance to comedy genres, but is usually typecasted in action genres, and established himself as of the most popular Hindi film actors of the later 1990s and 2000.
",Sanjay Dutt
585,17-10-1965,https://upload.wikimedia.org/wikipedia/commons/2/2d/Sanjay_Kapoor.JPG,"Sanjay Kapoor (born 17 October 1965)[2] is an Indian film actor and producer.[3] He is known for starring in the Bollywood hit film Raja as Raja and Anant Mathur on Dil Sambhal Jaa Zara that aired on Star Plus.[4]
",Sanjay Kapoor
586,03-01-1941,https://upload.wikimedia.org/wikipedia/commons/5/52/Sanjay-Khan-Profile.jpg,"Sanjay Khan (born Shah Abbas Khan; 3 January 1941) is an Indian film actor, producer, director known for his works in Hindi films and television.[1] Sanjay Khan made his debut in Chetan Anand's 1964 film Haqeeqat, followed by the Rajshri film Dosti which won the National Film Award for Best Feature Film in Hindi for that year.[2]
",Sanjay Khan
587,06-04-1971,https://upload.wikimedia.org/wikipedia/commons/7/7e/Sanjay_suri.jpg,"Sanjay Suri is an Indian Bollywood actor and producer of Kashmiri origin.[2] He made his debut in 1999 with Pyaar Mein Kabhi Kabhi. He went on to star in many supporting roles, but finally got his big break with Jhankaar Beats in 2003, where audiences started to recognise him as a seasoned actor. He is co-producer and actor in the film I Am.[3] He is also the co-founder of the film production company Anticlock Films.[4]
",Sanjay Suri
588,09-07-1938,https://upload.wikimedia.org/wikipedia/commons/5/52/Sanjeev_Kumar_2013_stamp_of_India.jpg,"Sanjeev Kumar (born Harihar Jethalal Jariwala; (9 July 1938 – 6 November 1985) was an Indian film actor. He won several major awards including two National Film Awards for Best Actor for his performances in the movies Dastak (1970) and Koshish (1972). He acted in genres ranging from romantic dramas to thrillers. Kumar did not mind playing roles that were non-glamorous, such as characters well beyond his age. Movies such as Arjun Pandit, Sholay and Trishul, along with the remakes of Tamil films into Hindi such as Khilona, Yehi Hai Zindagi, Naya Din Nai Raat, Devata, Itni Si Baat and Ram Tere Kitne Naam exemplify his talents. He also did suspense-thriller films such as Qatl, Shikar, Uljhan and Trishna. Kumar also proved his ability to do comedy in films such as Manchali, Pati Patni Aur Woh, Angoor, Biwi-O-Biwi and Hero. He is well remembered for his versatility and genuine portrayal of his characters. His double role in the film Angoor was listed among the 25 best acting performances of Indian cinema by Forbes India on the occasion of celebrating 100 years of Indian Cinema.[2]
",Sanjeev Kumar
589,14-07-1924,https://upload.wikimedia.org/wikipedia/en/9/9a/Sankaradi.jpg,"Chandrasekhara Menon, better known by his stage name Sankaradi (1924–2001), was an Indian actor. He was a veteran Malayalam comedian and character artiste, who had over 700 Malayalam films to his credit. He was one of the first realistic actors in South Indian cinema.[2] He dominated the Malayalam film scene in the 1960s, 1970s, and 1980s as a comedian along with Adoor Bhasi and Bahadoor. Later, he switched to character roles.
",Sankaradi
590,,https://upload.wikimedia.org/wikipedia/en/3/3f/Sanketh-Kashi-image.jpg,"Kashi known by his professional name Sanketh Kashi, was an Indian film actor in the Kannada film industry. Some of the notable films of Kashi as an actor include Ulta Palta (1997), Nammoora Mandara Hoove (1996), Beladingalagi Baa (2008), and Mangalyam Tantunanena (1998).
",Sanketh Kashi
591,21-01-1980,https://upload.wikimedia.org/wikipedia/commons/0/0d/Santhanam_at_Vallavanukku_Pullum_Aayudham_Thanksgiving_Meet.jpg,"N. Santhanam is an Indian film actor and producer whose main works are in Tamil cinema. Beginning his career as a comedian on television, he rose to fame through his performances in STAR Vijay's Lollu Sabha enacting the lead role in spoofs of Tamil films. He was subsequently given a chance by actor Silambarasan to feature in a supporting role in Manmadhan (2004) and then was signed on to appear in a host of films, notably winning good reviews for his work in Sachien (2005) and Polladhavan (2007). He appeared in a one-off leading role in Shankar's production Arai En 305-il Kadavul (2008) and Dagaalty(2020)subsequently became a staple feature as a comedian in successful Tamil films during the period, with his market popularity helping stuck films find distributors.[2][3]
",Santhanam
592,16-03-1916,https://upload.wikimedia.org/wikipedia/commons/5/5a/Daya_Kishan_Sapru.jpg,"D. K. Sapru, commonly known as Sapru, (16 March 1916 – 1979)  was an Indian film actor who worked as a character actor in Hindi cinema, noted for films such as Sahib Bibi Aur Ghulam (1962), Heer Raanjha (1970) and Pakeezah (1972). Also, some of his other famous movies are  Kala Pani, Dooj Ka Chand,  Tere Mere Sapne,  Humjoli, Taj Mahal, Jewel Thief and a brief role in Deewar. Born in Kashmir, he rose to prominence as a villain in the thrillers of the 1960s and 1970s, but by and large he performed a variety of character roles in the Indian cinema. He died in 1979 at the age of 62/63
",Sapru
593,31-07-1951,https://upload.wikimedia.org/wikipedia/commons/d/da/Shri_Sharath_Babu%2C_Actor_of_the_film_%E2%80%98_Shankara_Punyakoti%E2%80%99_at_the_presentation_of_the_film%2C_during_the_40th_International_Film_Festival_%28IFFI-2009%29%2C_at_Panaji%2C_Goa_on_November_25%2C_2009.jpg,"Sathyam Babu Dixithulu, known by his stage name Sarath Babu, is an Indian film actor, known for his works in Tamil, Telugu, Kannada, Malayalam and Hindi.[1] He has acted in more than 200 films, most of them in a supporting role. He has acted in more than 100 films in Tamil and 80 in Telugu, 20 in Kannada and a few in Malayalam and Hindi.[1] He entered the film industry in 1973 through a Telugu film and later became popular through the Tamil film Nizhal Nijamagiradhu directed by K. Balachander. He has received eight state Nandi Awards.
",Sarath Babu
594,14-07-1954,https://upload.wikimedia.org/wikipedia/commons/e/e0/Sarathkumar_at_62nd_Britannia_Filmfare_South_Awards_2014.jpg,"Sarathkumar (born 14 July 1954) is an Indian film actor, politician, journalist and former body builder and former president of the South Indian Film Artistes' Association. He has acted in more than 130 Tamil, Malayalam, Telugu and Kannada films. He is fluent in all South Indian languages and is quite proficient in Russian.[2]
",Sarath Kumar
595,,,"Sons: Mirza Hafizullah Khan (d. November 1771)
Mirza Mughal
Mirza Amani
Mirza Burhan (d. April 1795)
Shukrullah Khan (Mirza Aga Baba) (b. 29 April 1740)
and
",Sarfaraz Khan
596,03-10-1954,https://upload.wikimedia.org/wikipedia/commons/1/10/6105_actor-sathyaraj.jpg,"Rangaraj Subbiah (born 3 October 1954), professionally known as Sathyaraj, is an Indian actor, producer, director, media personality and a former politician who has predominantly appeared in Tamil cinema.
",Sathyaraj
597,09-11-1912,,"Sathyan (born Cheruvilakathu Veettil Manuel Sathyaneshan Nadar; 9 November 1912 – 15 June 1971) was an Indian film actor known for his work in Malayalam cinema. Noted for his natural style and versatility, Sathyan won two Kerala State Film Awards for Best Actor. He was also popularly referred to as Sathyan Master.
",Sathyan Nadar
598,11-06-1975,https://upload.wikimedia.org/wikipedia/commons/3/3b/Sathyan23.JPG,"Sathyan Sivakumar is a Tamil film actor and comedian. He is the only son of veteran producer, Madhampatty Sivakumar.[1] Making his acting debut in 2000 with a lead role in Ilaiyavan, he subsequently has been appearing mainly in supporting and comedic roles in over sixty Tamil films.[2]
",Sathyan Sivakumar
599,25-06-1951,https://upload.wikimedia.org/wikipedia/commons/a/ad/SatishShah3.jpg,"Satish Shah (born 25 June 1951)[1] is a Hindi film and television actor and has also worked in a few Marathi films.[2] He is perhaps best known for his roles in the 1984 sitcom Yeh Jo Hai Zindagi directed by Kundan Shah and Manjul Sinha where he ended up playing 55 different characters in 55 episodes and the character of Prakash in Television serial of Zee TV - Filmy Chakkar in 1995, which he played in 50 episodes.[3][4] He has also starred in 2004's famous television show Sarabhai vs Sarabhai as Indravadhan Sarabhai. In both Filmy Chakkar and Sarabhai vs Sarabhai, his pairing was opposite Ratna Pathak Shah. In 1997, he again played lead in Ghar Jamai for 80 episodes.
",Satish Shah
600,,,"Shiva,[1] known by his screen name Sathish Ninasam, is an Indian actor who appears in Kannada films. Having made his film debut with Madesha (2008), Sathish appeared in small but significant roles in films like Manasaare (2009), Pancharangi (2010), Lifeu Ishtene and Drama (2012). He shot to fame after his performance in the 2013 film Lucia received critical acclaim.[2]
",Sathish Ninasam
601,25-09-1960,,"Satyajeet Puri (Hindi: सत्यजीत पूरी; born 25 September 1960) is an Indian actor working in the Hindi film industry. He started his career as a child artist with Satyen Bose-directed Mere Lal, released in 1966.
",Satyajeet Puri
602,,,"Syed Nizamuddin known by his professional name Satyajit or Satyajith is an Indian film actor[3] in the Kannada film industry. Some of the notable films of Satyajit as an actor include Putnanja (1995), Shiva Mecchida Kannappa (1988), Chaitrada Premanjali (1992) and Apthamitra (2004).[4]
",Sathyajith
603,13-01-1959,https://upload.wikimedia.org/wikipedia/en/2/27/Sayaji.jpg,"Sayaji Shinde (born 13 January 1959) is an Indian film actor who has acted in Marathi, Telugu, Tamil, Kannada, Malayalam, English, Gujarati, Hindi films and several Marathi Plays. Sayaji started his acting career in 1978 with acting in Marathi one-act plays. His acting in a 1987 Marathi play titled Zulva  was very well received, and since then he started gaining popularity among the circle of stalwarts. Later, he moved on to Marathi cinema and later started acting in other languages.[1]
",Sayaji Shinde
604,23-03-1951,https://upload.wikimedia.org/wikipedia/commons/d/d8/Senthil_at_Producer_AL_Alagappan_%26_Valliammai_60th_Wedding_Day_Function.jpg,"Senthil (born 23 March 1951) is an actor from Tamil Nadu, India.[3][4] He is notable for his comedian roles along with fellow actor Goundamani.[5][6][7][8][9][10][11]
",Senthil
605,04-04-1977,,"Shamshuddin Ibrahim (born 4 April 1977), known professionally as Shaam, is an Indian model and Tamil film actor who is also known for his roles in Kannada and Telugu films. Starting his career as a professional model, he soon made his acting debut in the film 12B (2001). He further appeared in lead roles in critically successful films such as  Lesa Lesa (2003), Iyarkai (2003), and Ullam Ketkumae (2005), which was also successful commercially. He garnered acclaim for his role in Kick (2009), which earned him the name Kick Shaam. Kick enabled Shaam to star in other successful films such as Race Gurram (2014).[3] After a hiatus, he returned to Tamil cinema with 6 (2013) and Purampokku Engira Podhuvudamai (2015), both of which released to positive reviews.
",Shaam
606,25-02-1981,https://upload.wikimedia.org/wikipedia/commons/b/bd/Shahid%2C_Alia%2C_and_Katrina_at_IIFA_2017_%28cropped%29.jpg,"Shahid Kapoor (pronounced [ʃaːɦɪd̪ kəˈpuːr]; born 25 February 1981), is an Indian actor who appears in Hindi films. Initially recognised for portraying romantic roles, he has since taken on parts in action films and thrillers, and is the recipient of several awards, including three Filmfare Awards.
",Shahid Kapoor
607,02-11-1965,https://upload.wikimedia.org/wikipedia/commons/6/6e/Shah_Rukh_Khan_graces_the_launch_of_the_new_Santro.jpg,"Shah Rukh Khan (born 2 November 1965), also known by the initialism SRK, is an Indian actor, film producer, and television personality. Referred to in the media as the ""Badshah of Bollywood"", ""King of Bollywood"" and ""King Khan"", he has appeared in more than 80 Bollywood films, and earned numerous accolades, including 14 Filmfare Awards. The Government of India has awarded him the Padma Shri, and the Government of France has awarded him the Ordre des Arts et des Lettres and the Legion of Honour. Khan has a significant following in Asia and the Indian diaspora worldwide. In terms of audience size and income, he has been described as one of the most successful film stars in the world.[a]
",Shah Rukh Khan
608,21-10-1931,https://upload.wikimedia.org/wikipedia/commons/6/60/Signed_photo_of_Indian_actor_Shammi_Kapoor_%282%29.jpg,"Shammi Kapoor (born Shamsher Raj Kapoor; 21 October 1931 – 14 August 2011) was an Indian film actor and director. He was a prominent lead actor in Hindi cinema from the Mid 1950s until the early 1970s and also made a debut in Tamil cinema with the 1992 blockbuster crime drama Amaran. He received the Filmfare Best Actor Award in 1968 for his performance in Brahmachari and Filmfare Award for Best Supporting Actor for Vidhaata in 1982.
",Shammi Kapoor
609,,,"Shani Mahadevappa is an Indian film actor in the Kannada film industry. Some of the notable films[1] of Shani Mahadevappa as an actor include Shankar Guru(1978), Kaviratna Kalidasa(1983)]] (1977), Sri Srinivasa Kalyana (1974), Shivashankar (1990), Guru Brahma (1992),
",Shani Mahadevappa
610,13-09-1960,https://upload.wikimedia.org/wikipedia/commons/c/c7/Shankar.jpg,"Shankar Panicker, is an Indian film actor and director, popularly known as Shankar (Malayalam: ശങ്കര്‍) in Malayalam films. In the early eighties, he was a most prominent romantic lead actor of Malayalam cinema. Galatta Cinema magazine described him as the ""True romantic hero of Mollywood"" in their special edition on 100 years of Indian cinema.[2] Shankar's debut Tamil film Oru Thalai Ragam ran for over 365 days in theatres. His Malayalam debut Manjil Virinja Pookkal ran over 200 days in theatres and is one of the all time blockbuster hit romantic films of the Malayalam film industry.
",Shankar
611,09-11-1954,https://upload.wikimedia.org/wikipedia/en/6/60/Shankar-Nag-pic.jpg,"Shankar Nagarakatte (Kannada: ಶಂಕರ್ ನಾಗರಕಟ್ಟೆ), better known as Shankar Nag (9 November 1954 – 30 September 1990) was an Indian actor, screenwriter, director, and producer known for his work in Kannada cinema and television.[1][2] He directed and acted in the teleserial, Malgudi Days, based on celebrated novelist R. K. Narayan's short stories.
",Shankar Nag
612,07-10-1976,https://upload.wikimedia.org/wikipedia/commons/3/3f/Sharad_Kelkar_at_Zee_Rishtey_Awards_2012.jpg,"Sharad Kelkar (born 7 October 1976)[2] is an Indian actor, who appears in mainly Marathi films and Hindi films and also in television serials. He is also a former physical trainer. Kelkar has performed in television series , Web Series, and Indian cinema including Bollywood, Marathi, Tollywood, Kolywood.
",Sharad Kelkar
613,01-11-1918,,"Sharad Talwalkar was an Indian film and television actor who led the Marathi Film Industry and Theatre for many years. He had performed in more than 180 Marathi films.[1]
",Sharad Talwalkar
614,28-04-1972,https://upload.wikimedia.org/wikipedia/commons/4/4b/Sharman_Joshi_still3.jpg,"Sharman Joshi (born 28 April 1972) is an Indian film and theatre actor. He has worked on and directed stage productions in English, Hindi, Marathi and Gujarati languages, but is mostly known for his work in Hindi films. He made his acting debut in Godmother (1999). He made his debut as a co-lead actor in the Bollywood (Hindi) film Style (2001); this was followed by supporting roles in hit films such as Rang De Basanti (2006), Golmaal (2006), Life in a... Metro (2007),
Dhol (2007),
3 Idiots (2009), Ferrari Ki Sawaari (2012), Hate Story 3 (2015) and Mission Mangal (2019).[2][3] He is playing a lead role in the Bollywood movies Kaashi in Search of Ganga and 3 Storeys.[4] He is best known for his role as Raju Rastogi in the movie 3 Idiots.
",Sharman Joshi
615,31-07-1951,https://upload.wikimedia.org/wikipedia/commons/d/da/Shri_Sharath_Babu%2C_Actor_of_the_film_%E2%80%98_Shankara_Punyakoti%E2%80%99_at_the_presentation_of_the_film%2C_during_the_40th_International_Film_Festival_%28IFFI-2009%29%2C_at_Panaji%2C_Goa_on_November_25%2C_2009.jpg,"Sathyam Babu Dixithulu, known by his stage name Sarath Babu, is an Indian film actor, known for his works in Tamil, Telugu, Kannada, Malayalam and Hindi.[1] He has acted in more than 200 films, most of them in a supporting role. He has acted in more than 100 films in Tamil and 80 in Telugu, 20 in Kannada and a few in Malayalam and Hindi.[1] He entered the film industry in 1973 through a Telugu film and later became popular through the Tamil film Nizhal Nijamagiradhu directed by K. Balachander. He has received eight state Nandi Awards.
",Sharath Babu
616,14-07-1954,https://upload.wikimedia.org/wikipedia/commons/e/e0/Sarathkumar_at_62nd_Britannia_Filmfare_South_Awards_2014.jpg,"Sarathkumar (born 14 July 1954) is an Indian film actor, politician, journalist and former body builder and former president of the South Indian Film Artistes' Association. He has acted in more than 130 Tamil, Malayalam, Telugu and Kannada films. He is fluent in all South Indian languages and is quite proficient in Russian.[2]
",Sharath Kumar
617,05-05-1972,,"Sharath Lohithaswa (born May 5, 1972) is an Indian film and stage actor and the son of Kannada artist Lohithaswa. Educated in Bangalore and originally rooted as a theatre artist, he has performed in television series including Chidambara Rahasya (scripted by Late Poornachandra Tejaswi directed by Girish Karnad) broadcast in DD Chandana and Kichchu (directed by K. M. Chaitanya) in ETV Kannada. He has several Kannada films to his credit and has earned a good name as one of the fine actors in Kannada cinema. His roles in Aa Dinagalu (2007), Sanju Weds Geetha (2011) and Bheema Theeradalli (2012) are well known across Karnataka. He played several kinds of roles in Kannada movies. He is noticed in the South Indian film industry, mainly for his villainous roles.[1]
",Sharath Lohitashwa
618,28-04-1972,https://upload.wikimedia.org/wikipedia/commons/4/4b/Sharman_Joshi_still3.jpg,"Sharman Joshi (born 28 April 1972) is an Indian film and theatre actor. He has worked on and directed stage productions in English, Hindi, Marathi and Gujarati languages, but is mostly known for his work in Hindi films. He made his acting debut in Godmother (1999). He made his debut as a co-lead actor in the Bollywood (Hindi) film Style (2001); this was followed by supporting roles in hit films such as Rang De Basanti (2006), Golmaal (2006), Life in a... Metro (2007),
Dhol (2007),
3 Idiots (2009), Ferrari Ki Sawaari (2012), Hate Story 3 (2015) and Mission Mangal (2019).[2][3] He is playing a lead role in the Bollywood movies Kaashi in Search of Ganga and 3 Storeys.[4] He is best known for his role as Raju Rastogi in the movie 3 Idiots.
",Sharman Joshi
619,,,"Shashank Shende is an actor, director, and writer in India. 
",Shashank shende
620,18-03-1938,https://upload.wikimedia.org/wikipedia/commons/7/75/ShashiKapoor.jpg,"Shashi Kapoor (born Balbir Raj Kapoor; 18 March 1938 – 4 December 2017) was an Indian actor and film producer. Recipient of several accolades, including four National Film Awards and two Filmfare Awards, Kapoor predominantly worked in Hindi films. He also featured in a number of English-language films produced by Merchant-Ivory. For his contributions to film, the Government of India honored him with the Padma Bhushan in 2011, and the Dadasaheb Phalke Award in 2014.
",Shashi Kapoor
621,,,"Shashi Kumar (born 2 December 1965) is an actor and politician from the Indian State of Karnataka. A popular star in Kannada films, he was also seen in Tamil and Telugu cinema. He was a member of the 13th Lok Sabha representing Chitradurga and contesting on a Janata Dal (United) ticket. He joined the Indian National Congress in 2006.[1]
",Shashikumar
622,,,"Shatrughan Sinha (born Shatrughan Prasad Sinha on 9 December 1945[4]) is an Indian film actor and politician. Apart from being member of Lok Sabha (2009–2014, 2014–2019) and Rajya Sabha twice, he was Union Cabinet Minister of Health and Family Welfare (January 2003 – May 2004) and Shipping (August 2004) in the Atal Bihari Vajpayee government. He was elected to 15th Lok Sabha in 2009.[5] In 2016, his biography, entitled Anything but Khamosh, was released.
",Shatrughan Sinha
623,,https://upload.wikimedia.org/wikipedia/commons/b/b2/ShehzadKhan.jpg,"Shehzad Khan is an Indian actor who appears in Bollywood films and TV serials.
",Shehzad Khan
624,07-12-1962,,"Shekhar Suman (born 7 December 1962)[1] is an Indian film actor, anchor, producer, director, and singer .[2][3]
",Shekhar Suman
625,,https://upload.wikimedia.org/wikipedia/commons/4/44/Shiney_Ahuja.jpg,"Shiney Ahuja (born 15 May) is an Indian actor who won the Filmfare Best Male Debut Award for Hazaaron Khwaishein Aisi in 2003 and then followed with several hit films like Gangster, Woh Lamhe, Life in a Metro, Bhool Bhulaiyaa, And Welcome Back.[3]
",Shiny Ahuja
626,24-05-1973,https://upload.wikimedia.org/wikipedia/commons/1/1d/Shirish_Kunder.jpg,"Shirish Kunder (born 24 May 1973) is an Indian filmmaker. After working as an editor on 21 films starting with Champion (2000), Kunder made his screenwriting and directorial debut with Jaan-E-Mann (2006). He is married to choreographer and film director Farah Khan whom he met while working on her 2004 film Main Hoon Na.
",Shirish Kunder
627,12-07-1961,https://upload.wikimedia.org/wikipedia/commons/1/17/Shivarajkumar.jpg,"Nagaraju Shiva Puttaswamy (born 12 July 1961), known by his screen name Shiva Rajkumar, is an Indian film actor, producer, playback singer and television presenter, best known for his work in Kannada cinema.[2] He is the eldest son of actor Rajkumar. In his career spanning over three decades, Shiva has worked in over 125 films.[2]
",Shivarajkumar
628,,,"Shobaraj is an Indian film actor in the Kannada film industry.[1][2][3][4][5][6][7] Some of his notable films include Yajamana (2000), Shabdavedhi (2000), Police Story (1996), and Sangliyana Part-3 (1997).
",Shobraj
629,25-09-1962,https://upload.wikimedia.org/wikipedia/commons/3/37/Shreela_Ghosh_-_Kolkata_2014-02-14_3217.JPG,"Shreela Ghosh (born 25 September 1962 in Assam, India), a former dancer, actress and reporter, became publicly known in the United Kingdom when she was cast as Naima Jeffery in 1985, one of the original characters in BBC's soap opera, EastEnders. She has since given up performing to work as an arts executive. She was the first programme director for Arts and Heritage at the Esmee Fairbairn Foundation, and went on to become the Deputy Director for the Institute of International Visual Arts (InIVA). She now is the Director of the Free Word Centre.
",Shreela Ghosh
630,27-01-1976,https://upload.wikimedia.org/wikipedia/commons/e/e1/Shreyas_Talpade_Image_From_a_Latest_Photoshoot_by_Maanoj_Jain.jpg,"Shreyas Talpade (born 27 January 1976) is an Indian actor who appears in Marathi and Hindi films. He has appeared in several critically and commercially successful films including the reincarnation melodrama Om Shanti Om (2007) and the comedies Golmaal Returns (2008), Golmaal 3 (2010), Housefull 2 (2012) and Golmaal Again (2017).
",Shreyas Talpade
631,16-11-1927,https://upload.wikimedia.org/wikipedia/commons/0/03/Sriram_Lagoo.jpg,"Shriram Lagoo (16 November 1927 – 17 December 2019) was an Indian film and theatre actor, in Hindi and Marathi, in addition to being an ENT Surgeon. He was known for his character roles in films. He acted in over 250 films including Hindi and Marathi films as well as Hindi,Marathi and Gujarati plays, and directed over 20 Marathi plays. He was considered one of greatest actors of Marathi stage during the second half of twentieth century. He was also very vocal and active in furthering progressive and rational social causes, for example in 1999, he and social activist G. P. Pradhan undertook a fast in support of anti-corruption crusader Anna Hazare.[1] He won the 1978 Filmfare Best Supporting Actor Award for the Hindi film Gharaonda. His autobiography is titled Lamaan (लमाण), which means ""the carrier of goods"".[2][3]
",Shriram Lagoo
632,06-10-1983,,"Sibi Sathyaraj (also credited as Sibiraj) is an Indian actor working in the Tamil film industry. He is the son of Tamil film actor Sathyaraj.
",Sibiraj
633,23-04-1990,https://upload.wikimedia.org/wikipedia/commons/c/c5/Sidhant.jpg,"Sidhant Gupta is an Indian film actor and model. He is a fashion and print model, based in (Mumbai & Bangalore). He has worked on various diversified projects, which also includes walking the ramp for some of the leading designers.
",Sidhant Gupta
634,16-01-1985,https://upload.wikimedia.org/wikipedia/commons/6/69/Sidharth_Malhotra_2016.jpg,"Sidharth Malhotra (born 16 January 1985)[1][2] is an Indian actor who appears in Hindi films. Malhotra began a career as a model at the age of 18. Dissatisfied by the profession, he went on to work as an assistant director to Karan Johar in the 2010 film My Name Is Khan.
",Sidharth Malhotra
635,12-12-1980,https://upload.wikimedia.org/wikipedia/commons/8/80/Toral_and_Siddharth_cropped_siddharth_v2.jpg,"Sidharth Shukla (born 12 December 1980)[1] is an Indian actor and model from Mumbai. He started his career as Model and won world's Best Model Title held in Turkey in 2005.[2]
",Sidharth Shukla
636,,,"Siddhanta Mahapatra (born 4 May 1966) is an Indian film actor and political figure from the state of Odisha in India. He made his film debut in Sradhanjali.He was elected to the 15th and 16th Lok Sabha in 2009 and 2014 respectively as a member of the Parliament of India.He took Odia film industry into a new level.He has a huge crowd of being known as ""Badshah of Ollywood ""  ,  ""Mega Star"" and ""Superstar"" .He won 7 Odisha State Film Awards. One of the most popular actor in Odia film industry.
",Siddhanta Mahapatra
637,,,"Siddharth Koirala (Nepali: सिद्धार्थ कोइराला) is a Nepalese film actor,[1] and the younger brother of Bollywood actress of Nepali origin, Manisha Koirala, best known for playing the lead in Manish Jha's Indian film Anwar (2006).[2]
",Siddharth Koirala
638,17-04-1979,https://upload.wikimedia.org/wikipedia/commons/0/06/SiddharthNarayan.jpg,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in advertising because of his ""pan-Indian"" appeal.[1]
",Siddharth Narayan
639,02-08-1974,https://upload.wikimedia.org/wikipedia/en/8/8f/Siddharth_Roy_Kapur_1.jpg,"Siddharth Roy Kapur (born 2 August 1974) is an eminent Indian film producer, founder and MD of Roy Kapur Films and the President of Film and Television Producers Guild of India. Prior to this, he was Managing Director of The Walt Disney Company India.   Siddharth’s filmography includes some of the highest grossing Indian films of all time as well as genre-defining critically acclaimed films.
",Siddharth Roy Kapur
640,,https://upload.wikimedia.org/wikipedia/commons/8/86/Silambarasan_Rajendar_Simbu.jpg,"T. R. Silambarasan, also credited by his initials STR or nickname Simbu, is an Indian film actor, director, writer, composer, dancer, lyricist and playback singer in the Tamil film industry. He began his career by playing roles as a child artist in films directed by his father T. Rajendar,[1] before his first lead role in Kadhal Azhivathillai (2002), under his father's direction and produced by his mother Usha.
",Silambarasan Rajendar
641,,,"Chandrashekar (born 1961), known by his stage name Sihi Kahi Chandru,[1] which literally means ""sweet and bitter"" Chandru, is an Indian Kannada film and television actor.
",Sihi Kahi Chandru
642,31-10-1982,https://upload.wikimedia.org/wikipedia/commons/7/71/Sikander_Kher_and_Priya_Singh_at_the_Lakme_Fashion_Week_2016_Day_3_%28cropped%29.jpg,"Sikander Kher is an Indian actor. He made his acting debut with the film, Woodstock Villa (2008). Later he worked in a supporting role in the film Aurangzeb with Rishi Kapoor and Arjun Kapoor.
",Sikandar Kher
643,,,"Siva Reddy  is a popular Telugu language mimicry artist,comedian and actor.[1] He has worked in over 100 films in Tollywood.[2] He is popular for his imitation of popular Telugu film actors.[3]
",Siva Reddy
644,01-10-1928,https://upload.wikimedia.org/wikipedia/en/f/f3/Sivaji_Ganesan_autobiography_english.jpg,"Villupuram Chinnaiya Manrayar Ganesamoorthy,[a] better known by his stage name Sivaji Ganesan, (1 October 1928 – 21 July 2001)[8][5] was an Indian actor, and producer. He was active in Tamil cinema during the latter half of the 20th century. He was known for his versatility and variety of roles depicted on screen,[9] which gave him also the Tamil nickname Nadigar Thilagam (transl. the pride of actors).[10] In a career that spanned close to five decades, he had acted 288 films in Tamil, Telugu, Kannada, Malayalam and Hindi.[11]
",Sivaji Ganesan
645,17-02-1985,https://upload.wikimedia.org/wikipedia/commons/9/94/Sivakarthikeyan_at_the_Nenjamundu_Nermaiyundu_Odu_Raja_Audio_Launch.jpg,"Sivakarthikeyan (born 17 February 1985) is an Indian actor, playback singer, producer, lyricist and television presenter who works in Tamil films. He began his career in television as a reality show personality on Star Vijay. He made his acting debut in Marina. He produces films under his production company, Sivakarthikeyan Productions.
",Sivakarthikeyan
646,27-10-1941,https://upload.wikimedia.org/wikipedia/commons/a/aa/Sivakumar_in_2016.jpg,"Palaniswamy, better known by his stage name Sivakumar (born 27 October 1941[1]) is an Indian film  actor and visual artist who has portrayed a wide range of leading and supporting roles onscreen in Tamil cinema and television. He made his acting debut in A. C. Trilogchander's Kakkum Karangal (1965).[3] He has acted in over 190 movies in Tamil. He is also ambidextrous.[4][5]
",Sivakumar
647,14-01-1937,https://upload.wikimedia.org/wikipedia/en/a/a6/Sobhan_Babu.JPG,"Sobhan Babu (born Uppu Sobhana Chalapathi Rao) (14 January 1937 – 20 March 2008) was an Indian film actor known for his works exclusively in Telugu cinema.[1][2] He made his film debut in Bhakta Shabari (1959), but Daivabalam (1959), was released earlier at the box office.[3][4] Sobhan babu has garnered five state Nandi Awards for Best Actor, and four Filmfare Awards for Best Telugu Actor.[5]
",Sobhan Babu
648,20-12-1970,https://upload.wikimedia.org/wikipedia/commons/a/af/Sohail_Khan.jpg,"Sohail Salim Abdul Rashid Khan (born 20 December 1970) is an Indian film actor, director and producer who works predominantly in Hindi cinema. He is the younger brother of actors Salman Khan and Arbaaz Khan. He produces films under his banner Sohail Khan Productions.
",Sohail Khan
